epoch,train_loss,val_loss,train_positive_distance,train_negative_distance,val_positive_distance,val_negative_distance,val_distance_gap,val_roc_auc,learning_rate,epoch_seconds
18,0.3623595011329651,0.3562784965991974,0.5650726,0.6715632,0.5540822744369507,0.6614212989807129,0.10733902454376221,0.6707481740379299,0.0005,123.93704360000265
19,0.3613681021976471,0.3563743700027466,0.5653982,0.6729207,0.5449180006980896,0.6572443246841431,0.11232632398605347,0.6704714676626149,0.0005,125.29241420000471
20,0.3594176937389374,0.35708546261787416,0.563108,0.67645764,0.5442436933517456,0.6563833951950073,0.11213970184326172,0.6700204572713355,0.0005,123.06107179999526
21,0.36071034311294553,0.3569836124420166,0.5599835,0.6714053,0.5875927805900574,0.7102112770080566,0.12261849641799927,0.6704482871285353,0.0005,123.55963119999797
22,0.36151111709594724,0.35688558583259583,0.5635059,0.67181814,0.5512802004814148,0.6616412401199341,0.11036103963851929,0.6680613921344747,0.00025,123.70731369999703
23,0.35608506492614744,0.35225434947013856,0.5645132,0.6816585,0.5684131383895874,0.6927441358566284,0.12433099746704102,0.6794446544048376,0.00025,123.07577969999693
24,0.35719809116363527,0.35464127140045165,0.56208175,0.67803085,0.5789809226989746,0.6973028779029846,0.11832195520401001,0.6746830446973499,0.00025,123.75948430000426
25,0.35629413385391234,0.3515902493476868,0.5586853,0.6770233,0.5737555623054504,0.7035828828811646,0.1298273205757141,0.6817506075339976,0.00025,124.98410220000369
26,0.3547999036026001,0.352420694732666,0.56095225,0.6835911,0.5706353187561035,0.6961950659751892,0.1255597472190857,0.679353472304002,0.00025,123.895904099998
27,0.35636626830101015,0.35159181871414186,0.5562367,0.6748239,0.5732308626174927,0.696643054485321,0.12341219186782837,0.6822129781870174,0.00025,123.53379770000174
28,0.3556982793331146,0.3504020802974701,0.5628882,0.68301857,0.5677193403244019,0.6965826749801636,0.12886333465576172,0.6843520474711737,0.00025,123.0832745000007
29,0.35564242013931274,0.3525835841178894,0.56121904,0.6825752,0.5697705149650574,0.6949052810668945,0.12513476610183716,0.6795591570429782,0.00025,123.86783149999974
30,0.3544324749946594,0.3507106557846069,0.5605735,0.68549776,0.5772486925125122,0.7080312967300415,0.1307826042175293,0.6846048932967416,0.00025,124.07773469999665
31,0.3542856710243225,0.35166976547241213,0.56467485,0.6884485,0.5645904541015625,0.6941559314727783,0.12956547737121582,0.6811699741562045,0.00025,124.1365089999963
32,0.35380832544326785,0.35180815834999085,0.56501114,0.68983626,0.5737612843513489,0.706392228603363,0.13263094425201416,0.6811832944631043,0.00025,123.1678513999941
33,0.3543412007045746,0.3521525713443756,0.5617561,0.68617177,0.5622684955596924,0.692922055721283,0.13065356016159058,0.6797904823727139,0.00025,123.95071260000259
34,0.3549071102809906,0.35056827726364137,0.55996174,0.68273306,0.5547198057174683,0.685225784778595,0.1305059790611267,0.6831725002944068,0.000125,125.178820299996
35,0.35235048769950866,0.3497456165313721,0.560999,0.6902231,0.5637272000312805,0.6962918639183044,0.13256466388702393,0.6855732956087308,0.000125,122.56397920000018
36,0.3529764465141296,0.35070150575637815,0.5627013,0.68908066,0.5662504434585571,0.694400429725647,0.12814998626708984,0.6820906753691606,0.000125,124.05352329999732
37,0.35149269850730896,0.3510480588436127,0.5617161,0.69167006,0.5590603947639465,0.689445972442627,0.13038557767868042,0.6815839636945236,0.000125,123.1705226999984
38,0.3506555384349823,0.349228040266037,0.55762416,0.6894383,0.5603339672088623,0.6957787871360779,0.13544481992721558,0.6862911321476846,0.000125,123.16853700000502
39,0.3531993516921997,0.3495580334186554,0.5602044,0.6864754,0.5612841248512268,0.690582275390625,0.1292981505393982,0.6864205751300511,0.000125,123.67535729999508
40,0.35027999141693117,0.3494994463920593,0.5553307,0.6866236,0.564508855342865,0.6964102387428284,0.13190138339996338,0.6854699532277224,0.000125,125.09456660000433
41,0.35155527918815616,0.34889485392570496,0.55741644,0.68596464,0.5636396408081055,0.698664665222168,0.1350250244140625,0.686956327473785,0.000125,123.05045059999975
42,0.35167493906974795,0.34951203088760374,0.5631234,0.69432265,0.5711583495140076,0.707672119140625,0.13651376962661743,0.6856461972883855,0.000125,123.54733359999955
43,0.3502541774177551,0.349808115196228,0.5589293,0.69184625,0.5663913488388062,0.7009320259094238,0.13454067707061768,0.6851985269740615,0.000125,124.24894320000021
44,0.3513490279006958,0.34918831224441527,0.56511843,0.6945646,0.5586850047111511,0.6923488974571228,0.13366389274597168,0.6862365508901325,0.000125,123.53818590000446
45,0.3497376277065277,0.3477680418968201,0.555097,0.6897456,0.5589529871940613,0.6985251307487488,0.1395721435546875,0.6893772632521453,0.000125,123.54767859999993
46,0.35122396080970764,0.3479201952457428,0.55735755,0.68934387,0.5522290468215942,0.6864842772483826,0.13425523042678833,0.6892863211568394,0.000125,122.24794700000348
47,0.3513058170700073,0.34843879327774047,0.555697,0.68618786,0.5676023960113525,0.7064085602760315,0.13880616426467896,0.6885216635391279,0.000125,123.24342669999896
48,0.35313187097549437,0.3477342179298401,0.5561747,0.6822477,0.5642122030258179,0.7053434252738953,0.1411312222480774,0.6897388715836013,0.000125,124.16186780000135
49,0.34933553191184996,0.34795329084396365,0.5556882,0.6903218,0.5534654259681702,0.6882839202880859,0.13481849431991577,0.6895029061469578,0.000125,122.21887130000687
50,0.3521193922710419,0.34825366706848143,0.558912,0.68893766,0.5531322360038757,0.6865121722221375,0.13337993621826172,0.6886259059408729,0.000125,124.89359890000196
