epoch	train_loss	train_auc	val_loss	val_auc	d_pos	d_neg	gap	d_prime	train_seconds	val_seconds
28	0.3544139653301239	0.6747000540786052	0.3550715324401855	0.6739759591232202	0.5807574674243192	0.7117816256463987	0.13102415822207947	0.6398097102188782	20.389164200008963	1.8052232999907574
29	0.3541119504070282	0.6756127473053055	0.35459690160751345	0.6750312886181844	0.5716339913022227	0.7004139457248667	0.128779954422644	0.6408826738148252	20.237652199997683	1.826487199999974
30	0.35195796250343325	0.680356867666879	0.3568353433609009	0.6697126936112648	0.5791204448611136	0.7073332006348845	0.1282127557737709	0.6239929787909974	25.52604959999735	9.174211500008823
31	0.35301275596618653	0.6783077540597143	0.35779346370697024	0.6681002840870107	0.5685534094963068	0.6992650602894385	0.13071165079313163	0.6185130567073664	108.32414510000672	9.252094499999657
32	0.35153892283439636	0.6814591322327639	0.35544731731414797	0.6726852273594247	0.5588474381437909	0.6874492577811435	0.12860181963735262	0.6347456933079777	72.07770449999953	1.6463746999943396
33	0.3516054632091522	0.6808606338401308	0.3557773748397827	0.6723571484495756	0.5645909713924433	0.6992279816884271	0.13463701029598385	0.6357992689549978	19.20980120000604	1.682683699997142
34	0.3527888076496124	0.6787509787440063	0.35583938694000244	0.6721128445823733	0.5657664663030921	0.6954380299418853	0.12967156363879317	0.6317800810592566	19.431443699999363	1.7928581000014674
35	0.3512218851661682	0.681317613859441	0.35454809408187865	0.6732830547053029	0.564032342713481	0.694093823930657	0.13006148121717598	0.6420287407272307	19.394374700001208	1.6815429999987828
36	0.3521627130889893	0.6804305063026461	0.35505260047912596	0.6733955949130226	0.5669288143656049	0.694629947615018	0.127701133249413	0.6366660279418196	82.20178730000043	9.04534440000134
37	0.3509170858383179	0.6827784566615404	0.3581045579910278	0.6661435527363293	0.5573755721347329	0.6741473141602564	0.11677174202552354	0.6083685658312947	108.18176209999365	9.034455200002412
38	0.34916945682525635	0.6869326656376646	0.3534443308830261	0.67727181092637	0.5535002649668661	0.6833673001691414	0.12986703520227527	0.6522625335962016	20.027630999989924	1.6552251000102842
39	0.3510149890995026	0.682568320321358	0.35556383762359617	0.6719395334626286	0.5518985665313629	0.6737909594534922	0.12189239292212928	0.6329008893487694	19.15710540000873	1.6489545999938855
40	0.3472890135192871	0.6905136311679272	0.35666124076843264	0.6695631867658157	0.5615097108156776	0.6889406967006045	0.12743098588492696	0.624527564636082	19.430269000004046	1.712557899998501
41	0.3481392293548584	0.6890012298384598	0.35722507486343386	0.6674010385304785	0.552778167896669	0.6742618719524995	0.12148370405583053	0.6189086918727431	31.649338600007468	9.006042699998943
42	0.3489870178604126	0.6872190520574639	0.3549135494232178	0.6755577231447678	0.5808472142889174	0.7172546189808447	0.13640740469192736	0.6452461373715774	108.26150230001076	9.064040600002045
43	0.3473953909397125	0.6902497071667495	0.35808177795410157	0.6664935755864323	0.5756023466800781	0.7025809617860502	0.12697861510597208	0.6135943191547034	68.46109320000687	1.6740449000062654
44	0.3480380843448639	0.6888486214184928	0.35585387029647825	0.6722288854186658	0.5618576473746575	0.6925064344595047	0.13064878708484717	0.6325198901390446	19.285761300008744	1.7052616000000853
45	0.34604449179649355	0.6934597755115233	0.3551976551055908	0.6756135531696073	0.5612111712054336	0.7011305250298031	0.13991935382436949	0.6440424278923402	19.282553400000324	1.6605683999950998
46	0.3466854801273346	0.6920743461685694	0.3562363739013672	0.6720298096726248	0.5363973856909465	0.6585383434910993	0.12214095780015277	0.6346083946437574	19.331794500001706	1.6985455000103684
47	0.34627011794090273	0.6942451291282464	0.35360357313156127	0.6772366446119066	0.5834033019801448	0.7206911993407277	0.1372878973605829	0.6564055099175022	90.51569190000009	9.23474260000512
48	0.34590357007026673	0.6935427697344194	0.35486510162353513	0.6742627106123176	0.5690737911544403	0.7060634060666326	0.1369896149121923	0.6443550960779922	60.674832700009574	1.8438044999929843
