margin	best_epoch	val_auc	val_loss	cos_pos	cos_neg	gap	d_prime
0.5	22	0.6545502046005184	0.19890493154525757	0.783664882183075	0.6785130500793457	0.10515183210372925	0.5274644494056702
0.35	37	0.6544886579729854	0.25823238492012024	0.7212905883789062	0.5818344950675964	0.13945609331130981	0.5188477635383606
0.45	20	0.6518424131016042	0.22278285026550293	0.750259518623352	0.638935387134552	0.11132413148880005	0.507868230342865
0.21875	42	0.6411547491906899	0.318893164396286	0.6548272371292114	0.5081550478935242	0.14667218923568726	0.4557335376739502
0.1	38	0.6408623226752823	0.3627874553203583	0.6383469104766846	0.46218064427375793	0.17616626620292664	0.4584750235080719
0.0	44	0.6299233700468171	0.4058384895324707	0.6135919690132141	0.4246242642402649	0.18896770477294922	0.4040919244289398
