epoch	train_loss	val_loss	val_auc	cos_pos	cos_neg	gap	d_prime	train_seconds	val_seconds
34	0.07893410325050354	0.07983287423849106	0.6556358542960026	0.9118742346763611	0.8683935403823853	0.04348069429397583	0.5313483476638794	20.28744659999211	2.1933818999968935
35	0.0786099061369896	0.07989644259214401	0.6482681667396584	0.9152622818946838	0.8731284737586975	0.04213380813598633	0.5137621760368347	20.668164600007003	2.184038799998234
36	0.07871901988983154	0.07937098294496536	0.6579078772640194	0.9140158295631409	0.8705465197563171	0.04346930980682373	0.5316714644432068	64.97417849999329	9.466628499998478
37	0.07904382050037384	0.07973470538854599	0.6544752921904132	0.9160598516464233	0.8716368079185486	0.044423043727874756	0.521327018737793	88.38058920000913	2.212420199997723
38	0.07882464677095413	0.0791928619146347	0.6580094412046428	0.9164865016937256	0.8737261295318604	0.042760372161865234	0.5356181263923645	20.202717100008158	2.203138700002455
39	0.07874220609664917	0.07951794564723969	0.6525734493771385	0.9120848178863525	0.8694532513618469	0.042631566524505615	0.5169938206672668	20.598791399999755	2.1688812999927904
40	0.0787811130285263	0.07926023751497269	0.6520042231070851	0.919988751411438	0.8775345683097839	0.04245418310165405	0.5270596146583557	20.526212800003123	2.280102100005024
41	0.0793670266866684	0.07976032793521881	0.6530007742549737	0.9136309623718262	0.871738612651825	0.04189234972000122	0.5170320868492126	24.458141900002374	9.61523060000036
42	0.07865869253873825	0.07919269055128098	0.6555820910358656	0.9159039855003357	0.87209552526474	0.0438084602355957	0.530515193939209	105.18479949999892	9.568527299998095
43	0.07755083590745926	0.07917963713407516	0.6560531948542218	0.9152665734291077	0.8720411658287048	0.04322540760040283	0.5204331278800964	39.84116820000054	2.542262099988875
44	0.07854776829481125	0.07935424894094467	0.654913681855318	0.914399266242981	0.8714531064033508	0.04294615983963013	0.5180972218513489	22.140082900004927	2.4799319000012474
45	0.07730836421251297	0.07941064238548279	0.6526763538977504	0.9185240268707275	0.8769609332084656	0.04156309366226196	0.5203370451927185	22.20983749999141	2.7510256999958074
46	0.07823214679956436	0.07908237725496292	0.6599109638794127	0.9124386310577393	0.8681273460388184	0.0443112850189209	0.5334335565567017	22.470170499989763	2.3357704999943962
47	0.0781470537185669	0.07934749871492386	0.6564300178829369	0.9121966361999512	0.8687265515327454	0.04347008466720581	0.5290738940238953	104.24906270000793	9.584020299997064
48	0.07792215794324875	0.0797899141907692	0.6519260893032762	0.9146937131881714	0.8728883266448975	0.041805386543273926	0.5042182207107544	49.241504499994335	2.749544700011029
49	0.07780040800571442	0.07921760529279709	0.6539747756469358	0.9123842120170593	0.8683975338935852	0.04398667812347412	0.5298508405685425	22.532472699997015	2.9303478999936488
50	0.07774525880813599	0.07912974059581757	0.6581565848648759	0.9123092889785767	0.8683160543441772	0.043993234634399414	0.5276886820793152	22.350301999991643	2.475232800003141
